date,Price,Open,High,Low,Vol.,Change %,Close,Return_t,Return_next,Direction_next,Return_t-1,Return_t-2,ticker,category,title,description,impact_sign,impact_label,event_count,event_today,close,return,r_t_minus_1,r_t_minus_2,r_t_plus_1,y_next_up,volume,news_count,lex_hits_docs,has_news,has_lex_hits,simple_mean,simple_sum,simple_max,simple_min,simple_std,score_mean,score_sum,score_max,score_min,score_std,sum_pos_total,sum_neg_total,n_pos_total,n_neg_total,avg_coverage
2025-04-28,5.97,5.97,5.98,5.95,198.86K,0.17%,5.97,0.001676446,0.0,0,0.0,-0.003350087,,,,,0,neutral,0,0,5.97,0.001676446,0.0,-0.003350087,0.0,0,198.86K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,5.97,5.97,5.98,5.93,1.09M,0.00%,5.97,0.0,-0.003355708,0,0.001676446,0.0,SNG.RO,dividend,Dividend 0.1568 RON per share approved,AGM approves a total gross dividend of 0.1568 RON per share for shareholders.,-1,negative,1,1,5.97,0.0,0.001676446,0.0,-0.003355708,0,1.09M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,5.95,5.97,5.97,5.93,251.91K,-0.34%,5.95,-0.003355708,0.0,0,0.0,0.001676446,,,,,0,neutral,0,0,5.95,-0.003355708,0.0,0.001676446,0.0,0,251.91K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,5.95,5.95,5.96,5.95,229.76K,0.00%,5.95,0.0,-0.025533302,0,-0.003355708,0.0,,,,,0,neutral,0,0,5.95,0.0,-0.003355708,0.0,-0.025533302,0,229.76K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,5.8,5.7,5.95,5.61,1.26M,-2.52%,5.8,-0.025533302,-0.005185837,0,0.0,-0.003355708,,,,,0,neutral,0,0,5.8,-0.025533302,0.0,-0.003355708,-0.005185837,0,1.26M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,5.77,5.78,5.79,5.71,750.63K,-0.52%,5.77,-0.005185837,0.005185837,1,-0.025533302,0.0,,,,,0,neutral,0,0,5.77,-0.005185837,-0.025533302,0.0,0.005185837,1,750.63K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,5.8,5.74,5.8,5.71,1.78M,0.52%,5.8,0.005185837,-0.006920443,0,-0.005185837,-0.025533302,,,,,0,neutral,0,0,5.8,0.005185837,-0.005185837,-0.025533302,-0.006920443,0,1.78M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,5.76,5.78,5.78,5.73,598.14K,-0.69%,5.76,-0.006920443,-0.0104713,0,0.005185837,-0.005185837,,,,,0,neutral,0,0,5.76,-0.006920443,0.005185837,-0.005185837,-0.0104713,0,598.14K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,5.7,5.76,5.76,5.7,189.40K,-1.04%,5.7,-0.0104713,0.020834087,1,-0.006920443,0.005185837,,,,,0,neutral,0,0,5.7,-0.0104713,-0.006920443,0.005185837,0.020834087,1,189.40K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,5.82,5.71,5.82,5.7,449.46K,2.11%,5.82,0.020834087,0.0051414,1,-0.0104713,-0.006920443,,,,,0,neutral,0,0,5.82,0.020834087,-0.0104713,-0.006920443,0.0051414,1,449.46K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,5.85,5.82,5.9,5.8,556.67K,0.52%,5.85,0.0051414,-0.0051414,0,0.020834087,-0.0104713,,,,,0,neutral,0,0,5.85,0.0051414,0.020834087,-0.0104713,-0.0051414,0,556.67K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,5.82,5.85,5.85,5.8,69.82K,-0.51%,5.82,-0.0051414,-0.008628181,0,0.0051414,0.020834087,SNG.RO,governance,Board member resignation,"Board takes note of Cornel Benchea resigning as provisional director, effective 15 May 2025.",-1,negative,1,1,5.82,-0.0051414,0.0051414,0.020834087,-0.008628181,0,69.82K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,5.77,5.77,5.78,5.61,339.50K,-0.86%,5.77,-0.008628181,0.018884681,1,-0.0051414,0.0051414,,,,,0,neutral,0,0,5.77,-0.008628181,-0.0051414,0.0051414,0.018884681,1,339.50K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,5.88,5.76,5.88,5.76,200.93K,1.91%,5.88,0.018884681,0.010152371,1,-0.008628181,-0.0051414,,,,,0,neutral,0,0,5.88,0.018884681,-0.008628181,-0.0051414,0.010152371,1,200.93K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,5.94,5.96,6.0,5.9,347.21K,1.02%,5.94,0.010152371,0.001682086,1,0.018884681,-0.008628181,,,,,0,neutral,0,0,5.94,0.010152371,0.018884681,-0.008628181,0.001682086,1,347.21K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,5.95,5.94,6.01,5.92,1.90M,0.17%,5.95,0.001682086,-0.006745388,0,0.010152371,0.018884681,,,,,0,neutral,0,0,5.95,0.001682086,0.010152371,0.018884681,-0.006745388,0,1.90M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,5.91,5.96,6.0,5.9,92.62K,-0.67%,5.91,-0.006745388,0.021758181,1,0.001682086,0.010152371,,,,,0,neutral,0,0,5.91,-0.006745388,0.001682086,0.010152371,0.021758181,1,92.62K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,6.04,5.99,6.05,5.96,153.60K,2.20%,6.04,0.021758181,-0.016694879,0,-0.006745388,0.001682086,,,,,0,neutral,0,0,6.04,0.021758181,-0.006745388,0.001682086,-0.016694879,0,153.60K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,5.94,6.04,6.08,5.94,117.28K,-1.66%,5.94,-0.016694879,0.026579638,1,0.021758181,-0.006745388,,,,,0,neutral,0,0,5.94,-0.016694879,0.021758181,-0.006745388,0.026579638,1,117.28K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,6.1,6.05,6.1,5.97,428.90K,2.69%,6.1,0.026579638,0.014646316,1,-0.016694879,0.021758181,,,,,0,neutral,0,0,6.1,0.026579638,-0.016694879,0.021758181,0.014646316,1,428.90K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,6.19,6.13,6.27,6.11,145.74K,1.48%,6.19,0.014646316,0.008045096,1,0.026579638,-0.016694879,,,,,0,neutral,0,0,6.19,0.014646316,0.026579638,-0.016694879,0.008045096,1,145.74K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-28,6.24,6.2,6.25,6.1,62.09K,0.81%,6.24,0.008045096,0.028437935,1,0.014646316,0.026579638,,,,,0,neutral,0,0,6.24,0.008045096,0.014646316,0.026579638,0.028437935,1,62.09K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-29,6.42,6.24,6.43,6.21,338.05K,2.88%,6.42,0.028437935,0.061906556,1,0.008045096,0.014646316,,,,,0,neutral,0,0,6.42,0.028437935,0.008045096,0.014646316,0.061906556,1,338.05K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,6.83,6.43,6.83,6.43,930.53K,6.39%,6.83,0.061906556,0.004382768,1,0.028437935,0.008045096,,,,,0,neutral,0,0,6.83,0.061906556,0.028437935,0.008045096,0.004382768,1,930.53K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,6.86,6.8,6.89,6.6,216.55K,0.44%,6.86,0.004382768,0.014472033,1,0.061906556,0.028437935,,,,,0,neutral,0,0,6.86,0.004382768,0.061906556,0.028437935,0.014472033,1,216.55K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,6.96,6.84,7.0,6.65,594.51K,1.46%,6.96,0.014472033,-0.011560822,0,0.004382768,0.061906556,,,,,0,neutral,0,0,6.96,0.014472033,0.004382768,0.061906556,-0.011560822,0,594.51K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,6.88,7.0,7.0,6.8,294.92K,-1.15%,6.88,-0.011560822,0.001452433,1,0.014472033,0.004382768,,,,,0,neutral,0,0,6.88,-0.011560822,0.014472033,0.004382768,0.001452433,1,294.92K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,6.89,6.87,6.98,6.8,513.21K,0.15%,6.89,0.001452433,0.004344685,1,-0.011560822,0.014472033,,,,,0,neutral,0,0,6.89,0.001452433,-0.011560822,0.014472033,0.004344685,1,513.21K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,6.92,6.89,6.95,6.81,187.20K,0.44%,6.92,0.004344685,-0.016023649,0,0.001452433,-0.011560822,,,,,0,neutral,0,0,6.92,0.004344685,0.001452433,-0.011560822,-0.016023649,0,187.20K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,6.81,6.9,6.91,6.8,298.46K,-1.59%,6.81,-0.016023649,0.0,0,0.004344685,0.001452433,,,,,0,neutral,0,0,6.81,-0.016023649,0.004344685,0.001452433,0.0,0,298.46K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,6.81,6.77,6.81,6.7,83.67K,0.00%,6.81,0.0,0.001467352,1,-0.016023649,0.004344685,,,,,0,neutral,0,0,6.81,0.0,-0.016023649,0.004344685,0.001467352,1,83.67K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12,6.82,6.8,6.83,6.71,121.43K,0.15%,6.82,0.001467352,0.00438918,1,0.0,-0.016023649,,,,,0,neutral,0,0,6.82,0.001467352,0.0,-0.016023649,0.00438918,1,121.43K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,6.85,6.83,6.86,6.8,109.86K,0.44%,6.85,0.00438918,0.005822433,1,0.001467352,0.0,SNG.RO,operations,Closure of Drobeta Turnu Severin branch,Board approves closing and deregistering the Drobeta Turnu Severin branch.,1,positive,1,1,6.85,0.00438918,0.001467352,0.0,0.005822433,1,109.86K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,6.89,6.86,6.89,6.75,164.23K,0.58%,6.89,0.005822433,0.005788728,1,0.00438918,0.001467352,SNG.RO,rating,Fitch confirms BBB- rating,Fitch Ratings maintains the company’s BBB- rating with negative outlook.,1,positive,1,1,6.89,0.005822433,0.00438918,0.001467352,0.005788728,1,164.23K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,6.93,6.88,6.93,6.75,305.91K,0.58%,6.93,0.005788728,0.001441961,1,0.005822433,0.00438918,,,,,0,neutral,0,0,6.93,0.005788728,0.005822433,0.00438918,0.001441961,1,305.91K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,6.94,6.93,6.94,6.85,109.47K,0.14%,6.94,0.001441961,-0.004332137,0,0.005788728,0.005822433,,,,,0,neutral,0,0,6.94,0.001441961,0.005788728,0.005822433,-0.004332137,0,109.47K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,6.91,6.93,6.93,6.86,156.76K,-0.43%,6.91,-0.004332137,0.012940511,1,0.001441961,0.005788728,,,,,0,neutral,0,0,6.91,-0.004332137,0.001441961,0.005788728,0.012940511,1,156.76K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,7.0,6.9,7.0,6.83,465.67K,1.30%,7.0,0.012940511,0.0,0,-0.004332137,0.001441961,,,,,0,neutral,0,0,7.0,0.012940511,-0.004332137,0.001441961,0.0,0,465.67K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,7.0,6.99,7.0,6.82,1.09M,0.00%,7.0,0.0,0.001427552,1,0.012940511,-0.004332137,,,,,0,neutral,0,0,7.0,0.0,0.012940511,-0.004332137,0.001427552,1,1.09M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,7.01,6.94,7.01,6.85,486.29K,0.14%,7.01,0.001427552,-0.010035927,0,0.0,0.012940511,,,,,0,neutral,0,0,7.01,0.001427552,0.0,0.012940511,-0.010035927,0,486.29K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,6.94,7.01,7.01,6.93,1.08M,-1.00%,6.94,-0.010035927,0.00431345,1,0.001427552,0.0,,,,,0,neutral,0,0,6.94,-0.010035927,0.001427552,0.0,0.00431345,1,1.08M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,6.97,6.94,6.99,6.9,292.33K,0.43%,6.97,0.00431345,-0.00143575,0,-0.010035927,0.001427552,,,,,0,neutral,0,0,6.97,0.00431345,-0.010035927,0.001427552,-0.00143575,0,292.33K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,6.96,6.97,6.98,6.92,153.34K,-0.14%,6.96,-0.00143575,0.007158227,1,0.00431345,-0.010035927,SNG.RO,financing_Iernut,Iernut project financing extended,Addendum to the Iernut financing contract extends availability to 30 June 2026 and updates the schedule.,1,positive,1,1,6.96,-0.00143575,0.00431345,-0.010035927,0.007158227,1,153.34K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,7.01,6.96,7.01,6.91,2.56M,0.72%,7.01,0.007158227,-0.001427552,0,-0.00143575,0.00431345,SNG.RO,AGM_governance,AGM approves KPIs and selection plan,AGM approves KPIs for managers and the selection plan for vacant board positions.,0,neutral,1,1,7.01,0.007158227,-0.00143575,0.00431345,-0.001427552,0,2.56M,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,7.0,7.0,7.01,6.95,257.46K,-0.14%,7.0,-0.001427552,-0.015839064,0,0.007158227,-0.00143575,,,,,0,neutral,0,0,7.0,-0.001427552,0.007158227,-0.00143575,-0.015839064,0,257.46K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,6.89,7.0,7.01,6.89,553.96K,-1.57%,6.89,-0.015839064,-0.014620143,0,-0.001427552,0.007158227,,,,,0,neutral,0,0,6.89,-0.015839064,-0.001427552,0.007158227,-0.014620143,0,553.96K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,6.79,6.85,6.89,6.6,249.20K,-1.45%,6.79,-0.014620143,-0.013343415,0,-0.015839064,-0.001427552,,,,,0,neutral,0,0,6.79,-0.014620143,-0.015839064,-0.001427552,-0.013343415,0,249.20K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-04,6.7,6.8,6.8,6.7,207.32K,-1.33%,6.7,-0.013343415,0.005952399,1,-0.014620143,-0.015839064,,,,,0,neutral,0,0,6.7,-0.013343415,-0.014620143,-0.015839064,0.005952399,1,207.32K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,6.74,6.75,6.76,6.6,270.75K,0.60%,6.74,0.005952399,0.0,0,-0.013343415,-0.014620143,,,,,0,neutral,0,0,6.74,0.005952399,-0.013343415,-0.014620143,0.0,0,270.75K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,6.74,6.73,6.76,6.67,112.48K,0.00%,6.74,0.0,0.007391017,1,0.005952399,-0.013343415,,,,,0,neutral,0,0,6.74,0.0,0.005952399,-0.013343415,0.007391017,1,112.48K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-09,6.79,6.76,6.8,6.72,44.11K,0.74%,6.79,0.007391017,0.01607047,1,0.0,0.005952399,,,,,0,neutral,0,0,6.79,0.007391017,0.0,0.005952399,0.01607047,1,44.11K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-10,6.9,6.79,6.9,6.79,173.56K,1.62%,6.9,0.01607047,0.002894358,1,0.007391017,0.0,,,,,0,neutral,0,0,6.9,0.01607047,0.007391017,0.0,0.002894358,1,173.56K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,6.92,6.91,6.98,6.86,153.08K,0.29%,6.92,0.002894358,0.011494379,1,0.01607047,0.007391017,,,,,0,neutral,0,0,6.92,0.002894358,0.01607047,0.007391017,0.011494379,1,153.08K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,7.0,6.96,7.0,6.91,202.16K,1.16%,7.0,0.011494379,0.011363759,1,0.002894358,0.01607047,,,,,0,neutral,0,0,7.0,0.011494379,0.002894358,0.01607047,0.011363759,1,202.16K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,7.08,7.0,7.15,6.98,421.70K,1.14%,7.08,0.011363759,0.03060044,1,0.011494379,0.002894358,,,,,0,neutral,0,0,7.08,0.011363759,0.011494379,0.002894358,0.03060044,1,421.70K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-16,7.3,7.09,7.35,7.05,304.69K,3.11%,7.3,0.03060044,0.024358444,1,0.011363759,0.011494379,,,,,0,neutral,0,0,7.3,0.03060044,0.011363759,0.011494379,0.024358444,1,304.69K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-17,7.48,7.35,7.53,7.35,205.41K,2.47%,7.48,0.024358444,0.013280408,1,0.03060044,0.011363759,,,,,0,neutral,0,0,7.48,0.024358444,0.03060044,0.011363759,0.013280408,1,205.41K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-18,7.58,7.51,7.73,7.5,327.58K,1.34%,7.58,0.013280408,-0.010610179,0,0.024358444,0.03060044,,,,,0,neutral,0,0,7.58,0.013280408,0.024358444,0.03060044,-0.010610179,0,327.58K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,7.5,7.58,7.6,7.45,253.65K,-1.06%,7.5,-0.010610179,-0.020202707,0,0.013280408,0.024358444,,,,,0,neutral,0,0,7.5,-0.010610179,0.013280408,0.024358444,-0.020202707,0,253.65K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-22,7.35,7.49,7.54,7.35,292.04K,-2.00%,7.35,-0.020202707,-0.009569451,0,-0.010610179,0.013280408,,,,,0,neutral,0,0,7.35,-0.020202707,-0.010610179,0.013280408,-0.009569451,0,292.04K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,7.28,7.41,7.41,7.24,253.40K,-0.95%,7.28,-0.009569451,0.017699577,1,-0.020202707,-0.010610179,,,,,0,neutral,0,0,7.28,-0.009569451,-0.020202707,-0.010610179,0.017699577,1,253.40K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-24,7.41,7.38,7.46,7.35,480.07K,1.79%,7.41,0.017699577,0.017391743,1,-0.009569451,-0.020202707,,,,,0,neutral,0,0,7.41,0.017699577,-0.009569451,-0.020202707,0.017391743,1,480.07K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,7.54,7.44,7.55,7.41,146.63K,1.75%,7.54,0.017391743,0.001325381,1,0.017699577,-0.009569451,,,,,0,neutral,0,0,7.54,0.017391743,0.017699577,-0.009569451,0.001325381,1,146.63K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,7.55,7.54,7.64,7.35,448.62K,0.13%,7.55,0.001325381,0.010540282,1,0.017391743,0.017699577,,,,,0,neutral,0,0,7.55,0.001325381,0.017391743,0.017699577,0.010540282,1,448.62K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,7.63,7.55,7.69,7.55,146.33K,1.06%,7.63,0.010540282,0.022035888,1,0.001325381,0.017391743,,,,,0,neutral,0,0,7.63,0.010540282,0.001325381,0.017391743,0.022035888,1,146.33K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-30,7.8,7.66,7.8,7.66,244.16K,2.23%,7.8,0.022035888,0.019048195,1,0.010540282,0.001325381,SNG.RO,governance,KPI addenda and Risk Committee updated,Board signs KPI addenda to directors’ mandates and sets a new Risk Management Committee.,1,positive,1,1,7.8,0.022035888,0.010540282,0.001325381,0.019048195,1,244.16K,2.0,1.0,True,True,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.0,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.0,10.75,-2.5,28.0,10.0,0.0108540417023707
2025-07-31,7.95,7.8,8.12,7.8,762.69K,1.92%,7.95,0.019048195,0.0,0,0.022035888,0.010540282,,,,,0,neutral,0,0,7.95,0.019048195,0.022035888,0.010540282,0.0,0,762.69K,4.0,2.0,True,True,0.8064516129032258,1.6129032258064515,1.0,0.6129032258064516,0.2737187540076958,0.8064516129032258,1.6129032258064515,1.0,0.6129032258064516,0.2737187540076958,7.0,-1.5,28.0,6.0,0.0083583107264888
2025-08-01,7.95,8.07,8.1,7.88,200.56K,0.00%,7.95,0.0,0.001257071,1,0.019048195,0.022035888,,,,,0,neutral,0,0,7.95,0.0,0.019048195,0.022035888,0.001257071,1,200.56K,2.0,1.0,True,True,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.0,17.25,-2.5,45.0,10.0,0.0116797621575706
2025-08-04,7.96,7.99,8.04,7.95,189.21K,0.13%,7.96,0.001257071,0.005012542,1,0.0,0.019048195,,,,,0,neutral,0,0,7.96,0.001257071,0.0,0.019048195,0.005012542,1,189.21K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,8.0,7.98,8.05,7.95,158.05K,0.50%,8.0,0.005012542,0.003742986,1,0.001257071,0.0,,,,,0,neutral,0,0,8.0,0.005012542,0.001257071,0.0,0.003742986,1,158.05K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06,8.03,8.0,8.04,7.98,130.23K,0.37%,8.03,0.003742986,0.031865441,1,0.005012542,0.001257071,,,,,0,neutral,0,0,8.03,0.003742986,0.005012542,0.001257071,0.031865441,1,130.23K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0097560975609756
